"SampleID"	"StratUnit"	"Si"	"Ti"	"Al"	"Fe"	"Mg"	"Ca"	"Na"	"K"	"P"	"Rb"	"Nb"	"Zr"	"Th"	"V"	"Cr"	"Co"	"Ni"	"La"	"Er"	"Yb"	"Y"	"Ga"
11	"eJF"	6282.8392774818	125.210039841835	933.687805162423	1105.90513262721	7986.72105278828	468.994639551762	109.714686956569	42.4646481803898	64.8140536932584	0.0842422526378355	0.720079718960097	0.619354555818644	0.0362009514816748	1.31523414112266	20.9246462715473	1.82918965880013	26.9365891224567	0.318921856945909	0.00275020925505202	0.00231160425335183	0.0663623372365261	0.0688438535347016
12	"eJF"	6291.16091890893	137.731043826018	780.688542971942	1093.38072568919	7894.91966137692	468.994639551762	77.4456613811078	33.9717185443119	61.9960513587689	0.0702018771981963	0.717927014269634	0.570025431903885	0.0383557700222507	1.21708233954634	19.4822303980491	1.71889529161831	28.7596220358677	0.370755657623348	0.00286978357048906	0.00202265372168285	0.0674871226134163	0.0501986432023866
13	"eJF"	6302.81121690691	150.252047810202	498.228366620284	1117.17709887143	8081.00356288643	397.664656349973	64.5380511509232	8.49292963607797	61.9960513587689	0.0432911576055544	0.78035545029308	0.484521617118302	0.0370628788979051	1.13856089828529	18.2898332759572	1.76980038416377	29.5603935025062	0.370755657623348	0.00185340188927418	0.00208044382801664	0.0551144834676233	0.03729042066463
14	"eJF"	5986.58884267604	159.01675059913	639.458454796113	1181.05157425533	8286.93641389029	447.595644591226	12.9076102301846	16.9858592721559	87.3580723691743	0.0514813766120106	0.952571825530173	0.697184951328598	0.0435273345196328	1.33486450143792	18.6937097205367	1.74943834714558	23.83572940058	0.466504206096951	0.00286978357048906	0.00294729542302358	0.0697366933671969	0.0501986432023866
15	"eJF"	6166.33629750201	171.537754583314	490.382250610516	1247.43093102684	8098.37139369399	363.782914329124	64.5380511509232	12.7393944541169	64.8140536932584	0.0409510950322812	0.860005523840236	0.539331754801368	0.0435273345196328	1.15819125860055	19.5976236679289	1.83767384089104	29.5263181209472	0.442027133554827	0.00203276336242975	0.00161812297734628	0.0573640542214039	0.03729042066463
16	"eJF"	6276.1819643401	167.781453388058	478.613076595864	988.175707409815	8046.26790127133	527.841875693238	45.1766358056462	12.7393944541169	61.9960513587689	0.038611032459008	0.87399810432825	0.550293782337981	0.0486988990170149	1.0796698173395	18.5590842390102	1.88009475134559	29.1514889237972	0.43770765016504	0.00179361473155566	0.00231160425335183	0.0551144834676233	0.0444616554078281
17	"eJF"	6455.92941916607	165.277252591222	961.149211196612	1063.32214903794	6954.57567908218	679.41808999704	225.883179028231	72.1899019066627	73.2680606967268	0.175504692995491	0.834173067554672	0.781592563360519	0.0504227538494756	1.33486450143792	19.2129794349961	1.47455084740011	24.3468601239662	0.421149630504192	0.00376659093626689	0.00381414701803051	0.091107615528112	0.0659753596374224
18	"eJF"	6184.64390864169	135.226843029181	1016.07202326499	1060.81726765033	7803.11826996556	665.152093356682	90.3532716112925	72.1899019066627	67.6320560277479	0.105302815797294	0.724385128341025	0.614969744803999	0.0383557700222507	1.41338594269898	23.5594592671373	1.64932499847285	23.46090020343	0.313162545759527	0.00310893220136315	0.00277392510402219	0.0697366933671969	0.0688438535347016
19	"eJF"	5773.55482214156	117.697437451325	878.764993094045	971.893978390388	7914.76861087127	1046.76750348625	77.4456613811078	25.4787889082339	61.9960513587689	0.0468012514654642	0.698552672055461	0.584276067701482	0.0362009514816748	1.39375558238371	22.501687626572	1.71210794594558	26.5447222345272	0.385153935589304	0.00316871935908167	0.0026005547850208	0.0731110494978677	0.0573698779455847
20	"eJF"	6172.99361064371	169.033553786477	965.072269201496	994.437910878825	7423.50711088616	752.531322778873	148.437517647123	12.7393944541169	78.9040653657058	0.0690318459115597	0.889067037161495	0.78268876611418	0.0521466086819363	1.23671269986161	21.3092905044801	1.26923364080009	22.046771868728	0.452825842029293	0.00322850651680019	0.00352519648636153	0.0821093325129899	0.0559356309969451
21	"eJF"	5925.00869611529	135.226843029181	827.765239030551	1043.2830979371	8512.7182143885	529.625125273283	58.0842460358309	33.9717185443119	73.2680606967268	0.0514813766120106	0.866463637911627	0.635797597123564	0.0362009514816748	1.2956037808074	19.3476049165226	1.63405347070921	23.1371840786187	0.435547908470147	0.00346765514767428	0.00306287563569117	0.0753606202516482	0.0717123474319808
22	"eJF"	5790.19810499581	145.243646216528	1365.22418569968	1153.49787899169	8004.08888359584	449.37889417127	264.606009718785	50.9575778164678	76.0860630312163	0.0936025029309284	0.767439222150298	0.801324212926423	0.03663191518979	1.53116810459056	20.6553953084943	1.49151921158193	23.9209178544777	0.349158240674415	0.00424488819801507	0.00352519648636153	0.0933571862818926	0.0917918047129355
23	"eJF"	5868.42153441082	132.722642232345	1047.45648730406	983.165944634607	7738.60918410893	943.339027843659	64.5380511509232	50.9575778164678	67.6320560277479	0.0807321587779257	0.737301356483807	0.610584933789354	0.0370628788979051	1.41338594269898	21.1938972346003	1.63575030712739	23.5120132757687	0.368595915928455	0.00286978357048906	0.00225381414701803	0.0652375518596358	0.0831863230210978
24	"eJF"	6226.25211577733	143.99154581811	682.612092849838	1119.68198025903	8138.06929268268	445.812395011181	58.0842460358309	42.4646481803898	56.3600466897899	0.0783920962046525	0.694247262674533	0.495483644654915	0.0340461329410989	1.35449486175319	21.5785414675331	1.6917459089274	26.851400668559	0.313882459657825	0.00257084778189645	0.00231160425335183	0.0517401273369525	0.0545013840483054
25	"eJF"	6272.85330776925	137.731043826018	757.150194942637	1197.33330327476	7661.69450481833	468.994639551762	187.160348337677	76.4363667247017	73.2680606967268	0.125193347670117	0.677025625150824	0.475751995089012	0.0305984232761775	1.11893053797002	21.7131669490596	1.71719845520012	32.9338562768557	0.298764267793572	0.00286978357048906	0.00242718446601942	0.0607384103520747	0.0473301493051074
