"SampleID"	"StratUnit"	"Si"	"Ti"	"Al"	"Fe"	"Mg"	"Ca"	"Na"	"K"	"P"	"Rb"	"Nb"	"Zr"	"Th"	"V"	"Cr"	"Co"	"Ni"	"La"	"Er"	"Yb"	"Y"	"Ga"
136	"eJF"	41.5316957146914	1.60947422204369	2.23874233893296	10.0803911801684	35.5657499141836	7.6964331219533	0.363039298205344	0.32673536838481	0.242026198803563	0.00199671614012939	0.00687354404602118	0.00496153707547304	0.000810787765991936	0.00798686456051757	0.115930549226907	0.0111453064549041	0.190958670856011	0.00416285061942128	4.11444537966057e-05	3.38836678324988e-05	0.00052035632742766	0.000290431438564275
137	"eJF"	41.8483876012143	1.21093206675854	2.2319140053981	10.031741141284	38.4530290610874	5.47293806642831	0.10684694706693	0.0949750640594935	0.21369389413386	0.000652953565409018	0.00714687357047689	0.00493870333109366	0.000747928629468511	0.00700441097438765	0.122636551466821	0.0121924238486375	0.174991555529617	0.00427387788267721	3.79900256237974e-05	2.84925192178481e-05	0.000522362852327214	0.000368028373230537
138	"eJF"	41.5649578024008	1.11186853540856	1.9398557426277	9.55733804904379	42.1445488474542	2.86247005924331	0.118283886745591	0.0946271093964731	0.27205293951486	0.000709703320473549	0.00736908614425035	0.00558299945439192	0.00134843630889974	0.00674218154449871	0.107638336938488	0.0119585009499793	0.186178837737561	0.00544105879029721	4.96792324331484e-05	3.19366494213097e-05	0.000544105879029721	0.000402165214935011
139	"eJF"	41.2444264059952	1.27070360651929	2.16138370454683	10.0706229750314	40.9000301014246	3.58647186139089	0.0831301424825703	0.0831301424825703	0.261266162088078	0.000771922751623867	0.00803987235152859	0.0060091217280258	0.000890680098027539	0.00653165405220195	0.122676338834993	0.0115907170089984	0.175760872677434	0.00546283793456891	4.51277916333953e-05	3.44396304570648e-05	0.000593786732018359	0.000427526447053219
140	"eJF"	43.7245026633905	1.16040403785195	1.97388315717084	9.97708213988171	37.9583712588065	4.27076537642418	0.203369779829723	0.143555138703334	0.251221492730834	0.001076663540275	0.00764431113595253	0.00537135477314974	0.000837404975769448	0.00610109339489169	0.112930042446623	0.0116040403785195	0.185305758209554	0.00501246692639141	4.4262834433528e-05	3.22999062082501e-05	0.00055029469836278	0.000334961990307779
141	"eJF"	42.656768036521	1.3065400805888	2.60130952982095	10.0874310726541	38.6312121125447	3.73129014005992	0.176559470349838	0.176559470349838	0.294265783916397	0.000847485457679225	0.00759205722504305	0.00601479262325116	0.00107112745345569	0.00753320406825977	0.118412551447958	0.0106288801150603	0.179619834502569	0.00501428895793541	5.41449042406171e-05	5.1790777969286e-05	0.000706237881399354	0.00051790777969286
142	"eJF"	45.9860581678311	0.962148431542722	2.99077464262677	9.94606450920067	38.3468314643774	0.510054590215419	0.382540942661564	0.22025084577484	0.278211594662956	0.00129832077509379	0.00588881208703256	0.00494984795504509	0.000962148431542722	0.00718713286212636	0.173650403668795	0.0106300013460804	0.16704287829555	0.00411521317105622	5.56423189325911e-05	5.56423189325911e-05	0.000707121136435012	0.000521646739993042
143	"eJF"	43.369929108763	1.0409718691154	4.29254692095902	9.1114279330438	37.6738246114687	3.43871606202167	0.269015202130947	0.269015202130947	0.257318888994819	0.00152052070769665	0.00653823904309562	0.00671368374013754	0.000783652980120584	0.00701778788167687	0.113688163683165	0.00913482055931606	0.126437145001545	0.00398844277941969	5.61423030534149e-05	5.73119343670278e-05	0.000795349293256712	0.000502941464853509
144	"eJF"	43.3186495400371	1.19344888258149	3.07224464822958	9.6893869674933	36.559711313932	5.06920366957881	0.259959162542503	0.224510185832162	0.283591813682731	0.00139432641727343	0.00812963199223828	0.00716069329548895	0.00124071418486195	0.00720795859776941	0.119699378025253	0.0103747338505599	0.166846517050007	0.00584908115720632	6.2626525521603e-05	6.38081580786144e-05	0.000827142789907965	0.00043720404609421
145	"eJF"	42.8682805249703	1.02354040579283	2.57691349223136	9.42861338512689	35.8118725509162	7.15274118871695	0.325124599487134	0.276957992155707	0.228791384824279	0.00183033107859424	0.0062737006049184	0.00526220185095843	0.00083087397646712	0.00614124243475698	0.112830277673868	0.00977782128827973	0.158588554638724	0.00449153613365559	5.17791028812843e-05	3.85332858651418e-05	0.00056595763614427	0.000481666073314273
146	"eJF"	40.7615676731064	1.35020412166959	2.45712822141674	9.64605286922512	35.5432112028698	9.3662808440143	0.231116020826327	0.109476009865102	0.218952019730204	0.000644692058094491	0.00724974465328899	0.00519402846804429	0.000778496070151838	0.00802824072344083	0.105705169525304	0.0109476009865102	0.171390775444366	0.0048169444340645	5.47380049325511e-05	4.50068040556531e-05	0.000656856059190613	0.000498724044941021
147	"eJF"	40.1584736456555	1.42028200338304	2.09491595498999	11.6463124277409	39.3063044436257	4.68693061116403	0.071014100169152	0.0473427334461014	0.236713667230507	0.000248549350592032	0.00732628800078419	0.00521953636243268	0.000828497835306774	0.0068646963496847	0.116581481111025	0.0106639507087343	0.178363748258187	0.00466325924444098	5.0893438454559e-05	3.5507050084576e-05	0.000591784168076267	0.000272220717315083
148	"eJF"	43.047192068559	1.25334681669002	1.71017416109105	8.50401671885001	42.3560942911317	2.40127193851826	0.0585676082565428	0.0585676082565428	0.24598395467748	0.000339692127887948	0.00755522146509402	0.00543507404620717	0.000866800602196834	0.00784805950637673	0.115378188265389	0.0127325980349724	0.207680738877701	0.00593875547721344	4.33400301098417e-05	4.099732577958e-05	0.000562249039262811	0.000363119171190565
149	"eJF"	43.4509789434422	1.86133797929616	2.46597643116943	9.70978219772965	39.3014993717629	2.43040946341218	0.0829895914335868	0.0592782795954191	0.272680086138928	0.000486081892682437	0.00942524645567164	0.0064494768199816	0.0011737099359893	0.00936596817607622	0.128989536399632	0.0114169966500777	0.190164720942104	0.0063783428844671	5.21648860439688e-05	3.91236645329766e-05	0.00065206107554961	0.000474226236763353
150	"eJF"	42.4779376226952	1.19240458585109	1.61742008179801	10.2948197907143	39.7035309130417	3.94319932350756	0.0826419019896794	0.0826419019896794	0.259731691967564	0.00056668732792923	0.00759124899705197	0.00508837996536454	0.000979896837877627	0.00708359159911537	0.104246856366981	0.0120421057184961	0.201174001414877	0.00599744088725102	4.13209509948397e-05	3.42373593957243e-05	0.000495851411938076	0.000330567607958717
151	"eJF"	38.9564739587891	1.40436849472763	2.44289309587075	11.1641394622885	38.8148569677241	6.32555893423537	0.0472056636883237	0.12981557514289	0.365843893584508	0.000920510441922311	0.0109989196393794	0.00791875008371629	0.00155778690171468	0.0090870902600023	0.130051603461332	0.0118840258335355	0.165809893705237	0.00921690583514519	6.01872212026127e-05	5.1926230057156e-05	0.000849701946389826	0.000436652389116994
152	"eJF"	41.1309758186988	1.4053864174954	1.41709797097453	10.1539168664043	41.8336690274465	3.26752342067681	0.0351346604373851	0.105403981312155	0.281077283499081	0.000761250976143343	0.00893591530457493	0.00584406518608505	0.00101890515268417	0.00749539422664215	0.132223438779359	0.0118520921208779	0.194177556683948	0.00649991218091624	3.74769711332107e-05	3.16211943936466e-05	0.000538731460039904	0.000398192818290364
153	"eJF"	40.9068909527906	1.54077133835985	1.69367231086885	9.65628449460642	41.9536745338138	3.493199141167	0.0352848398097677	0.0470464530796902	0.329325171557832	0.000364610011367599	0.0106089751694701	0.0066217882709664	0.00134082391277117	0.00752743249275043	0.119145142424315	0.0123379323201488	0.17771797650853	0.00706872957522346	5.29272597146515e-05	4.11656464447289e-05	0.000693935182925431	0.000329325171557832
154	"eJF"	40.6090975737256	1.71921726954459	1.63622057377347	10.1374535549008	41.5457745688568	3.56885791815807	0.0592833541222271	0.0592833541222271	0.343843453908917	0.000462410162153372	0.0118092441411476	0.00743413260692728	0.00160065056130013	0.00711400249466725	0.103864436422142	0.011738104116201	0.167297625332925	0.00844194962700514	5.80976870397826e-05	4.50553491328926e-05	0.000735113591115616	0.000367556795557808
155	"lJF"	45.3988099538886	1.67619111114201	3.04547399066647	9.95090920206138	30.1832441633107	7.68450995319331	0.708249765271273	0.554795649462497	0.424949859162764	0.00374191959318322	0.0132796830988364	0.00995090920206138	0.00168799527389653	0.0103876632239787	0.148614409079422	0.0119340085448209	0.161598988109395	0.00975023843523452	8.26291392816485e-05	6.72837277007709e-05	0.00101515799688882	0.000755466416289357
156	"lJF"	43.1523395820894	2.14114662048535	3.78818248239716	9.62339525031327	33.1642435337813	6.50579165455164	0.529404384185938	0.329407172382362	0.42352350734875	0.00230585020667653	0.0159644833186737	0.0124704143830465	0.00214114662048535	0.0104704422650108	0.156938988556454	0.00897634544741935	0.119645390826022	0.0113174892797083	0.000103527968463028	9.05869724051494e-05	0.00134115777327104	0.000799988847214306
157	"lJF"	41.225690584452	1.87984389966621	3.45034639812153	9.63717442233944	35.3363062152446	7.1148522278506	0.38072787841341	0.214159431607543	0.428318863215086	0.00140393405164945	0.0148364895119226	0.0106127896107738	0.00173707094526118	0.00987512934634782	0.144081706487075	0.00972045864574237	0.126829974496467	0.0113504498751998	8.56637726430172e-05	9.51819696033525e-05	0.00122546785864316	0.000725762518225563
