label	Group	numOtus	Otu000001	Otu000002	Otu000003	Otu000004	Otu000005	Otu000006	Otu000007	Otu000008	Otu000009	Otu000010	Otu000011	Otu000012	Otu000013	Otu000014	Otu000015	Otu000016	Otu000017	Otu000018	Otu000019	Otu000020	Otu000021	Otu000022	Otu000023	Otu000024	Otu000025	Otu000026	Otu000027	Otu000028	Otu000029	Otu000030	Otu000031	Otu000032	Otu000033	Otu000034	Otu000035	Otu000036	Otu000037	Otu000038	Otu000039	Otu000040	Otu000041	Otu000042	Otu000043	Otu000044	Otu000045	Otu000046	Otu000047	Otu000048	Otu000049	Otu000050	Otu000051	Otu000052	Otu000053	Otu000054	Otu000055	Otu000056	Otu000057	Otu000058	Otu000059	Otu000060	Otu000061	Otu000062	Otu000063	Otu000064	Otu000065	Otu000066	Otu000067	Otu000068	Otu000069	Otu000070	Otu000071	Otu000072	Otu000073	Otu000074	Otu000075	Otu000076	Otu000077	Otu000078	Otu000079	Otu000080	Otu000081	Otu000082	Otu000083	Otu000084	Otu000085	Otu000086	Otu000087	Otu000088	Otu000089	Otu000090	Otu000091	Otu000092	Otu000093	Otu000094	Otu000095	Otu000096	Otu000097	Otu000098	Otu000099	Otu000100	Otu000101	Otu000102	Otu000103	Otu000104	Otu000105	Otu000106	Otu000107	Otu000108	Otu000109	Otu000110	Otu000111	Otu000112	Otu000113	Otu000114	Otu000115	Otu000116	Otu000117	Otu000118	Otu000119	Otu000120	Otu000121	Otu000122	Otu000123	Otu000124	Otu000125	Otu000126	Otu000127	Otu000128	Otu000129	Otu000130	Otu000131	Otu000132	Otu000133	Otu000134	Otu000135	Otu000137	Otu000138	Otu000139	Otu000140	Otu000141	Otu000142	Otu000143	Otu000144	Otu000145	Otu000146	Otu000147	Otu000148	Otu000149	Otu000150	Otu000151	Otu000152	Otu000153	Otu000154	Otu000155	Otu000156	Otu000157	Otu000158	Otu000159	Otu000160	Otu000161	Otu000162	Otu000163	Otu000164	Otu000165	Otu000166	Otu000167	Otu000168	Otu000169	Otu000170	Otu000171	Otu000172	Otu000173	Otu000174	Otu000175	Otu000176	Otu000177	Otu000178	Otu000179	Otu000180	Otu000181	Otu000183	Otu000184	Otu000185	Otu000188	Otu000189	Otu000190	Otu000191	Otu000192	Otu000193	Otu000195	Otu000198	Otu000199	Otu000200	Otu000201	Otu000202	Otu000203	Otu000205	Otu000206	Otu000208	Otu000209	Otu000210	Otu000211	Otu000212	Otu000213	Otu000214	Otu000216	Otu000217	Otu000218	Otu000221	Otu000223	Otu000224	Otu000225	Otu000227	Otu000231	Otu000232	Otu000233	Otu000234	Otu000235	Otu000236	Otu000237	Otu000238	Otu000239	Otu000241	Otu000243	Otu000244	Otu000245	Otu000246	Otu000247	Otu000248	Otu000249	Otu000250	Otu000253	Otu000254	Otu000255	Otu000256	Otu000257	Otu000258	Otu000259	Otu000260	Otu000261	Otu000262	Otu000263	Otu000264	Otu000267	Otu000268	Otu000269	Otu000270	Otu000271	Otu000272	Otu000274	Otu000275	Otu000276	Otu000277	Otu000278	Otu000279	Otu000281	Otu000282	Otu000283	Otu000284	Otu000285	Otu000286	Otu000287	Otu000288	Otu000290	Otu000291	Otu000294	Otu000295	Otu000296	Otu000297	Otu000298	Otu000299	Otu000300	Otu000301	Otu000302	Otu000304	Otu000305	Otu000306	Otu000307	Otu000310	Otu000311	Otu000313	Otu000314	Otu000316	Otu000317	Otu000318	Otu000319	Otu000320	Otu000322	Otu000324	Otu000325	Otu000326	Otu000328	Otu000330	Otu000331	Otu000333	Otu000334	Otu000336	Otu000337	Otu000338	Otu000339	Otu000340	Otu000342	Otu000345	Otu000347	Otu000348	Otu000350	Otu000351	Otu000355	Otu000356	Otu000358	Otu000360	Otu000361	Otu000363	Otu000364	Otu000365	Otu000366	Otu000368	Otu000369	Otu000370	Otu000371	Otu000372	Otu000374	Otu000375	Otu000378	Otu000379	Otu000381	Otu000386	Otu000389	Otu000395	Otu000400	Otu000407	Otu000409	Otu000435	Otu000449	Otu000461	
0.03	3123653	335	554	7	13	1	274	243	1	271	587	390	19	1	19	120	4045	222	0	0	1	384	23	45	1	0	2	295	559	328	0	2	337	44	2	0	0	10	51	23	0	0	0	59	3	0	6	1	1	0	0	2	0	22	1	10	246	0	0	3	0	8	0	35	0	0	0	88	0	0	0	70	0	0	0	5	29	0	0	0	0	0	0	0	0	4	0	0	1	0	4	0	0	0	0	19	1	0	0	0	0	0	0	27	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	42	0	0	4	0	3	0	0	0	5	1	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	16	0	1	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0.03	3125660	335	225	482	1522	3	602	1030	1161	114	748	2	0	0	55	0	428	96	0	0	0	15	1	0	0	0	0	99	1	830	0	0	10	114	0	0	0	2	0	0	0	0	0	1072	93	0	1	48	1	0	26	2	0	0	0	0	0	0	0	20	0	0	0	51	0	0	0	163	0	54	0	56	0	0	0	2	0	0	278	0	0	27	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	44	0	0	0	61	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	25	0	0	1	0	0	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	44	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	3127690	335	15	362	615	680	20	22	56	59	281	1	491	77	84	3	1	0	74	0	9	20	8	676	12	1450	3	0	12	14	70	198	50	3	20	0	3	3	23	1	0	76	1	1	26	137	186	72	80	0	33	24	41	13	0	20	0	820	0	1	377	1	17	0	15	5	0	0	0	6	2	4	0	16	0	1	1	0	10	0	0	0	0	1	0	26	0	0	0	17	0	0	0	0	0	7	10	0	5	0	0	0	2	1	0	6	1	0	5	0	0	1	51	0	0	18	1	0	5	0	61	57	0	1	0	0	4	0	0	0	0	0	58	0	6	0	0	0	9	0	12	0	3	2	1	2	8	0	5	0	37	0	0	0	12	0	0	1	48	170	3	141	35	0	25	0	23	19	21	0	0	17	0	173	0	0	16	5	36	7	93	72	0	0	36	0	1	8	42	41	0	14	3	0	0	0	0	5	0	0	0	1	0	0	1	1	5	1	0	9	62	49	0	2	0	0	0	186	0	1	0	43	0	0	0	0	0	0	0	0	13	1	1	38	14	0	0	21	31	0	0	5	0	0	0	0	0	33	0	0	0	0	0	0	2	0	0	0	2	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0	9	2	1	0	8	13	0	1	1	9	1	0	0	0	0	0	0	0	4	1	6	0	0	28	0	3	0	0	0	0	2	0	5	3	2	0	0	0	32	0	13	0	0	15	0	0	0	0	4	0	1	28	0	0	6	0	
0.03	3129670	335	840	953	252	12	303	300	584	5	27	333	313	205	526	2	1	240	70	2	22	139	50	147	88	27	1	164	0	5	106	308	3	4	726	0	186	10	164	0	151	322	0	0	0	51	117	0	3	0	27	3	1	16	0	0	0	0	0	0	0	7	70	0	15	60	2	0	2	17	0	7	0	0	0	43	14	123	0	0	0	18	0	9	0	1	0	0	3	19	0	0	0	26	0	0	0	0	5	22	0	1	0	0	0	0	0	36	0	626	0	0	0	0	18	9	5	0	8	0	1	0	0	0	3	0	10	75	0	0	0	0	117	24	14	0	46	3	36	3	42	2	0	0	0	6	18	17	0	0	11	1	5	0	16	0	1	4	0	0	12	1	0	0	2	0	4	14	4	0	0	3	0	0	15	0	14	13	0	18	0	4	65	0	3	0	0	12	9	0	0	8	0	0	0	32	0	12	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	5	4	0	0	0	0	0	2	0	0	13	3	0	1	0	0	3	22	0	0	0	0	0	2	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	7	0	0	2	0	0	11	7	3	0	0	0	0	1	19	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	3	5	3	0	0	2	0	0	0	0	0	0	7	0	0	2	0	0	2	1	0	0	0	0	0	
0.03	3131650	335	364	224	516	0	63	311	145	283	220	320	71	389	66	146	2	122	453	0	30	6	131	279	347	1488	0	79	6	0	30	66	0	0	71	0	0	2	76	83	185	516	0	4	0	50	0	0	173	0	45	2	0	17	101	0	0	0	0	0	25	12	4	34	104	2	115	0	0	14	0	11	0	22	0	0	0	0	75	0	2	0	0	17	12	4	0	0	9	13	0	0	0	0	0	8	12	0	2	37	0	0	0	4	2	0	0	0	0	0	0	0	0	5	36	3	5	0	2	11	4	0	0	14	0	0	2	37	192	0	31	0	0	123	10	0	0	0	0	0	4	0	12	7	83	1	19	0	0	0	0	0	0	0	28	0	0	1	20	0	4	0	9	162	2	0	1	28	5	0	8	109	0	0	0	0	25	1	0	3	3	4	0	0	0	0	2	0	0	0	0	21	13	0	0	0	0	0	0	0	0	16	0	0	1	0	0	3	0	13	0	1	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	5	0	0	12	0	6	0	0	1	0	5	0	17	0	0	0	0	0	13	0	1	1	0	0	0	19	0	0	0	0	0	0	0	3	1	0	45	0	7	9	0	0	0	1	0	39	0	0	0	5	0	0	1	1	0	0	0	2	0	0	1	5	12	0	0	0	0	0	0	4	0	3	4	0	0	4	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	
0.03	3133652	335	1263	69	107	23	57	569	114	31	142	465	329	18	247	206	58	87	98	0	405	32	336	314	2	14	0	101	1005	18	161	30	629	0	62	0	123	0	297	59	9	35	6	0	0	0	0	0	6	0	6	0	0	5	1	0	0	2	0	1	46	8	6	29	24	0	29	3	111	22	0	11	1	0	0	7	35	0	4	0	0	6	0	0	8	7	0	18	0	1	0	0	0	8	4	9	420	0	0	7	256	0	0	6	0	0	0	0	0	0	8	0	9	0	16	1	9	1	3	2	0	7	156	1	0	0	14	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	45	2	0	17	13	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	3	0	0	0	0	10	0	1	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	4	0	0	0	0	0	0	0	7	4	0	0	94	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	1	2	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	124	3	0	0	1	0	0	0	0	
0.03	3135660	335	121	88	66	509	39	233	141	38	114	80	548	20	214	133	372	70	2	17	604	19	0	61	52	95	1	29	690	122	141	9	1209	126	0	1602	114	6	36	27	15	0	0	392	0	17	15	16	12	0	27	13	0	0	86	0	8	0	0	0	0	0	0	11	0	10	0	5	0	0	21	2	0	0	0	1	1	0	0	19	236	6	85	0	27	1	0	0	6	6	0	0	0	0	31	0	0	0	9	4	0	1	0	2	0	0	21	3	14	0	0	0	11	0	0	4	12	0	11	0	27	0	0	8	6	0	14	0	0	0	0	0	0	0	0	0	49	14	11	0	0	0	4	0	0	5	0	4	0	0	0	2	4	0	0	0	0	13	0	2	0	0	5	0	5	0	18	5	0	0	0	0	0	0	0	0	0	3	28	3	4	0	29	0	25	134	0	0	1	0	0	0	0	0	0	0	0	4	0	110	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	35	0	0	1	27	0	0	0	1	0	13	7	0	0	0	1	0	6	0	0	0	1	0	4	0	0	0	0	1	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	6	29	0	0	0	0	3	0	0	0	2	3	0	8	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	3137650	335	213	132	182	36	104	403	177	155	148	86	218	214	225	10	1	170	318	1	296	1	40	66	0	454	1320	94	26	1	76	0	82	3	70	0	65	11	9	21	21	450	61	2	2	10	126	5	219	0	13	19	35	8	0	0	0	43	0	5	242	13	10	18	84	67	0	0	0	6	14	6	0	1	170	0	14	0	6	0	0	20	0	60	7	15	0	355	0	5	0	0	263	84	42	0	38	0	1	1	0	59	1	30	4	63	0	12	0	0	0	0	0	3	26	26	8	23	0	10	4	26	108	2	0	0	20	39	2	0	3	0	0	23	7	0	0	0	0	0	3	0	15	32	0	0	20	0	45	1	12	0	0	24	14	11	0	16	3	0	0	2	3	0	6	0	3	4	0	10	1	150	0	7	0	0	20	0	0	0	45	16	0	0	0	36	0	31	0	7	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	10	0	8	53	0	0	0	0	12	0	1	0	2	1	2	0	1	0	0	0	10	31	2	1	0	12	0	0	6	0	0	0	0	7	0	0	0	0	35	3	0	0	0	0	362	0	0	0	1	2	9	0	2	0	0	1	0	0	0	0	41	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	13	0	1	1	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	
0.03	3139650	335	525	80	1402	19	555	710	1264	248	130	170	173	83	216	261	153	51	224	305	76	3	276	48	791	26	0	80	64	14	60	52	19	3	11	0	155	3	92	25	37	25	0	178	1	0	30	15	19	0	97	0	1	9	38	0	0	0	0	21	0	15	4	13	47	0	0	3	0	21	0	22	0	0	0	1	0	57	2	0	0	59	8	2	0	2	0	67	2	32	0	0	0	0	0	25	0	0	0	16	0	0	0	12	11	0	0	0	0	0	188	0	0	7	26	0	29	0	1	9	1	1	0	7	0	0	17	74	0	0	32	0	0	0	4	0	0	0	6	0	1	0	0	0	0	2	6	2	1	0	5	0	10	0	16	3	0	0	0	3	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	3	8	0	0	2	2	0	0	0	0	7	1	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	2	0	3	1	3	0	0	0	0	0	20	1	0	8	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	2	0	6	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	12	0	2	1	1	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	3141652	335	960	137	6	110	37	63	15	1355	1628	258	100	0	12	110	18	414	0	0	0	58	444	200	38	1	0	135	392	57	114	0	788	8	2	1	1	1	1	67	0	1	0	34	0	1	11	14	2	0	6	46	3	13	0	0	0	1	0	0	11	2	6	24	5	1	1	5	0	33	0	28	1	0	0	16	0	0	0	0	190	1	945	0	0	6	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	24	0	0	0	87	0	0	0	0	2	0	2	3	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	1	0	3	0	0	0	0	22	7	0	0	0	1	0	0	9	0	0	0	0	0	1	0	0	0	4	0	0	0	53	0	0	0	0	0	0	0	0	12	0	0	9	2	0	5	0	0	5	7	2	1	0	0	3	3	36	0	0	0	0	0	0	0	4	0	0	0	146	0	4	0	0	1	0	56	0	0	0	24	0	0	0	0	0	2	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
0.03	3143650	335	996	589	448	403	266	587	435	292	21	2	339	177	54	148	231	0	1	0	335	151	619	5	0	64	0	83	58	0	1	0	58	15	23	623	110	31	0	0	7	0	1	94	115	0	3	4	41	1	27	3	64	80	0	0	0	0	0	101	0	0	7	0	11	29	0	62	0	0	823	78	0	2	0	89	17	0	0	0	20	61	1	0	0	0	0	0	1	0	60	0	0	0	0	2	0	0	3	10	113	0	0	0	0	16	0	0	1	0	0	46	0	64	0	5	0	0	40	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	5	6	10	35	0	1	0	13	2	0	3	0	1	0	3	0	1	0	15	0	0	22	0	3	0	3	28	25	0	1	13	0	8	0	0	6	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	14	0	1	0	93	0	0	0	0	0	0	0	0	0	0	0	78	1	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	1	0	32	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	4	0	0	2	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	
0.03	3145650	335	72	718	693	50	128	139	544	108	258	201	0	556	179	161	37	325	234	0	113	36	418	333	227	108	0	83	2	191	19	1	5	1	1	0	46	22	0	34	129	0	0	0	0	11	123	65	27	0	2	0	0	29	0	1	0	0	0	3	0	84	85	24	0	0	77	6	0	1	0	4	121	66	0	6	33	93	33	0	0	43	1	1	1	149	20	0	19	94	0	0	389	0	0	11	0	0	3	21	0	16	0	0	2	88	2	35	5	0	0	0	0	2	36	27	0	0	10	7	10	43	0	4	0	0	13	23	0	3	0	0	0	43	13	0	0	10	2	0	14	0	4	2	33	0	7	17	0	0	6	1	19	0	91	0	0	0	0	15	7	15	16	84	17	20	3	10	6	14	0	8	13	0	0	0	14	7	0	8	5	8	0	0	64	0	2	15	0	41	0	3	0	0	0	0	73	0	0	0	0	38	0	0	0	0	0	3	0	14	0	0	0	0	0	0	2	0	1	1	0	1	5	3	0	83	0	0	1	0	0	0	6	24	0	0	0	7	0	0	0	0	44	0	0	26	1	13	5	0	0	0	3	0	118	0	1	0	4	0	57	9	0	0	0	3	0	0	0	3	0	0	1	0	0	6	8	5	0	0	0	0	2	0	0	1	0	0	2	1	3	11	0	0	0	1	0	4	0	3	8	7	0	0	0	0	2	0	0	0	1	1	0	0	6	2	2	0	64	4	0	0	0	0	1	1	0	0	0	1	0	7	0	0	0	0	0	
0.03	3149653	335	515	529	582	457	312	432	0	329	552	349	0	289	154	219	424	86	322	786	4	240	340	241	55	5	0	255	20	3	69	0	0	0	0	0	0	37	165	34	172	0	0	3	0	91	3	5	5	74	76	2	0	0	0	0	0	11	0	3	162	153	0	17	41	2	67	1	0	70	1	22	0	106	0	9	1	0	2	1	0	11	0	9	0	14	0	0	0	1	0	0	0	7	0	0	29	0	0	30	0	0	0	12	6	0	1	0	1	0	0	0	0	0	35	3	17	0	30	2	10	27	0	11	2	0	42	0	0	0	232	0	0	0	1	0	0	0	0	0	42	1	8	5	0	2	0	0	0	0	52	0	37	97	0	0	0	0	0	0	1	0	3	0	0	0	1	8	5	0	7	32	0	0	34	0	3	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	2	1	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	5	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	1	0	0	5	1	3	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	
0.03	3153670	335	239	256	280	6	338	763	157	104	120	205	1	94	47	115	5	7	0	106	55	0	0	35	4	8	4151	40	2	246	37	130	55	12	1	0	6	3	2	99	0	87	8	2	0	0	5	10	1	0	29	31	29	33	0	107	0	0	0	4	0	8	0	0	6	0	0	260	0	11	212	34	0	0	42	44	11	0	48	0	1	194	181	0	0	4	1	22	0	0	6	0	0	0	479	36	4	0	2	5	0	0	0	4	23	0	0	0	2	0	0	0	0	7	0	1	0	0	1	68	5	0	0	2	1	0	1	0	0	0	0	0	0	11	4	0	0	3	2	0	0	0	0	1	0	1	1	2	2	0	2	0	1	1	4	0	0	2	0	0	1	1	1	0	0	0	0	0	0	1	6	0	0	0	0	1	1	1	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	
0.03	3155690	335	12	305	490	301	154	27	677	9	5	7	21	207	63	2	34	53	104	0	281	3	45	28	33	135	0	45	104	147	10	73	128	0	0	54	91	0	23	8	2	27	0	53	42	53	418	17	36	1	28	0	230	3	37	0	0	92	0	6	0	2	9	1	171	32	11	8	0	5	0	11	93	1	0	7	1	0	64	131	37	1	15	23	15	2	0	16	1	11	0	0	0	0	0	0	2	0	78	25	0	41	0	1	0	157	231	0	0	7	0	57	72	1	13	9	6	13	5	0	14	2	3	2	0	0	0	8	18	0	116	0	0	123	9	0	0	0	1	0	5	0	1	4	16	0	2	0	4	0	3	0	0	0	0	12	17	66	3	1	24	16	0	56	0	0	23	4	2	7	0	2	35	26	8	0	0	0	0	19	1	23	0	66	11	0	1	5	0	3	0	1	0	0	0	0	0	0	10	3	0	12	4	1	28	0	11	1	0	2	0	1	0	0	0	19	0	213	0	0	0	0	3	6	0	28	9	5	0	0	5	0	5	0	4	9	80	13	0	0	0	21	5	0	32	0	0	0	1	4	0	14	0	0	0	0	0	34	2	0	1	0	4	0	63	0	0	0	0	62	0	0	0	0	0	7	3	0	2	0	66	0	0	0	1	0	0	5	0	0	0	37	5	0	0	0	0	17	3	0	0	29	0	54	0	0	0	0	2	0	46	1	0	1	0	0	0	1	0	9	2	4	0	3	0	0	0	0	0	3	0	0	2	0	0	0	0	
0.03	3159650	335	163	721	15	475	1608	288	399	45	152	23	59	190	111	21	1	44	438	33	0	17	18	16	17	8	0	57	137	3	28	6	126	0	198	0	6	4	188	16	392	666	0	32	17	0	2	0	167	0	32	0	10	0	64	1	0	0	0	11	2	3	17	11	254	15	3	6	3	39	0	17	0	14	0	0	16	0	76	0	9	29	64	42	1	1	0	25	1	138	0	0	0	0	0	37	0	0	0	4	0	0	43	4	3	4	0	8	42	0	0	0	8	8	0	3	2	0	6	68	1	11	1	0	0	0	1	2	0	0	0	0	0	9	1	0	0	0	0	0	2	0	0	1	0	5	1	1	1	0	1	0	0	0	6	0	0	0	4	0	27	0	0	0	0	0	0	70	2	4	5	6	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	1	1	0	4	87	1	1	0	0	0	0	0	0	0	4	5	0	0	1	1	0	0	0	0	0	3	0	0	0	0	2	0	203	0	0	0	0	0	1	0	0	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	0	6	47	0	7	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	38	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	
0.03	3161650	335	446	242	129	41	580	958	102	442	305	2	339	70	196	148	129	82	1	3	0	822	181	83	2	2	1	387	606	44	1	0	103	15	1	0	402	20	257	0	6	0	0	327	42	19	28	46	1	0	15	14	1	0	23	98	340	0	0	4	0	199	0	76	15	0	65	9	56	7	1	36	0	0	0	77	116	0	0	0	23	20	110	0	39	0	0	0	2	0	0	0	0	0	0	0	0	295	2	0	0	0	0	0	8	0	0	2	4	0	0	0	0	0	23	1	19	0	65	0	0	35	0	10	0	0	0	1	0	0	0	0	0	0	7	0	215	0	2	0	9	10	0	1	0	8	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	22	0	5	0	0	0	0	1	0	9	0	0	5	2	0	1	0	3	0	0	11	1	0	1	2	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	2	2	0	1	0	3	0	4	1	0	0	2	0	0	0	0	0	0	1	58	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	
