label	Group	numOtus	Otu000001	Otu000002	Otu000003	Otu000004	Otu000005	Otu000006	Otu000007	Otu000008	Otu000009	Otu000010	Otu000011	Otu000012	Otu000013	Otu000014	Otu000015	Otu000016	Otu000017	Otu000018	Otu000019	Otu000020	Otu000021	Otu000022	Otu000023	Otu000024	Otu000025	Otu000026	Otu000027	Otu000028	Otu000029	Otu000030	Otu000031	Otu000032	Otu000033	Otu000034	Otu000035	Otu000036	Otu000037	Otu000038	Otu000039	Otu000040	Otu000041	Otu000042	Otu000043	Otu000044	Otu000045	Otu000046	Otu000047	Otu000048	Otu000049	Otu000050	Otu000051	Otu000052	Otu000053	Otu000054	Otu000055	Otu000056	Otu000057	Otu000058	Otu000059	Otu000060	Otu000061	Otu000062	Otu000063	Otu000064	Otu000065	Otu000066	Otu000067	Otu000068	Otu000069	Otu000070	Otu000071	Otu000072	Otu000073	Otu000074	Otu000075	Otu000076	Otu000077	Otu000078	Otu000079	Otu000080	Otu000081	Otu000082	Otu000083	Otu000084	Otu000085	Otu000086	Otu000087	Otu000088	Otu000089	Otu000090	Otu000091	Otu000092	Otu000093	Otu000094	Otu000095	Otu000096	Otu000097	Otu000098	Otu000099	Otu000100	Otu000101	Otu000102	Otu000103	Otu000104	Otu000105	Otu000106	Otu000107	Otu000108	Otu000109	Otu000110	Otu000111	Otu000112	Otu000113	Otu000114	Otu000115	Otu000116	Otu000117	Otu000118	Otu000119	Otu000120	Otu000121	Otu000122	Otu000123	Otu000124	Otu000125	Otu000126	Otu000127	Otu000128	Otu000129	Otu000130	Otu000131	Otu000132	Otu000133	Otu000134	Otu000135	Otu000137	Otu000138	Otu000139	Otu000140	Otu000141	Otu000142	Otu000143	Otu000144	Otu000145	Otu000146	Otu000147	Otu000148	Otu000149	Otu000150	Otu000151	Otu000152	Otu000153	Otu000154	Otu000155	Otu000156	Otu000157	Otu000158	Otu000159	Otu000160	Otu000161	Otu000162	Otu000163	Otu000164	Otu000165	Otu000166	Otu000167	Otu000168	Otu000169	Otu000170	Otu000171	Otu000172	Otu000173	Otu000174	Otu000175	Otu000176	Otu000177	Otu000178	Otu000179	Otu000180	Otu000181	Otu000183	Otu000184	Otu000185	Otu000188	Otu000189	Otu000190	Otu000191	Otu000192	Otu000193	Otu000195	Otu000198	Otu000199	Otu000200	Otu000201	Otu000202	Otu000203	Otu000205	Otu000206	Otu000208	Otu000209	Otu000210	Otu000211	Otu000212	Otu000213	Otu000214	Otu000216	Otu000217	Otu000218	Otu000221	Otu000223	Otu000224	Otu000225	Otu000227	Otu000231	Otu000232	Otu000233	Otu000234	Otu000235	Otu000236	Otu000237	Otu000238	Otu000239	Otu000241	Otu000243	Otu000244	Otu000245	Otu000246	Otu000247	Otu000248	Otu000249	Otu000250	Otu000253	Otu000254	Otu000255	Otu000256	Otu000257	Otu000258	Otu000259	Otu000260	Otu000261	Otu000262	Otu000263	Otu000264	Otu000267	Otu000268	Otu000269	Otu000270	Otu000271	Otu000272	Otu000274	Otu000275	Otu000276	Otu000277	Otu000278	Otu000279	Otu000281	Otu000282	Otu000283	Otu000284	Otu000285	Otu000286	Otu000287	Otu000288	Otu000290	Otu000291	Otu000294	Otu000295	Otu000296	Otu000297	Otu000298	Otu000299	Otu000300	Otu000301	Otu000302	Otu000304	Otu000305	Otu000306	Otu000307	Otu000310	Otu000311	Otu000313	Otu000314	Otu000316	Otu000317	Otu000318	Otu000319	Otu000320	Otu000322	Otu000324	Otu000325	Otu000326	Otu000328	Otu000330	Otu000331	Otu000333	Otu000334	Otu000336	Otu000337	Otu000338	Otu000339	Otu000340	Otu000342	Otu000345	Otu000347	Otu000348	Otu000350	Otu000351	Otu000355	Otu000356	Otu000358	Otu000360	Otu000361	Otu000363	Otu000364	Otu000365	Otu000366	Otu000368	Otu000369	Otu000370	Otu000371	Otu000372	Otu000374	Otu000375	Otu000378	Otu000379	Otu000381	Otu000386	Otu000389	Otu000395	Otu000400	Otu000407	Otu000409	Otu000435	Otu000449	Otu000461	
0.03	2295650	335	91	263	390	171	196	324	150	58	69	55	243	199	37	50	77	22	26	37	48	22	135	34	12	210	1993	48	65	1	111	94	127	0	15	0	325	0	51	20	127	94	1	13	159	29	19	6	141	144	21	0	2	49	32	1	0	513	0	7	2	5	3	3	105	6	14	33	3	5	0	13	0	4	0	2	4	0	112	0	10	8	2	2	123	3	0	42	0	33	11	0	0	0	0	23	25	0	0	8	0	4	1	12	16	0	0	290	0	0	0	12	25	19	0	10	6	0	0	125	0	15	1	8	1	0	8	27	83	15	0	0	0	36	6	0	0	0	0	0	2	0	12	29	8	1	4	0	3	79	0	0	1	4	8	2	0	208	3	0	64	1	0	0	2	0	0	6	1	4	7	3	0	28	15	0	2	0	1	0	2	2	0	0	0	0	4	2	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	48	0	0	0	11	12	0	0	0	5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	10	40	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	64	0	0	0	0	1	0	1	0	7	0	0	0	0	2	4	0	1	0	0	0	0	0	8	0	0	0	13	1	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	
0.03	2297650	335	133	593	1996	0	209	453	359	309	127	181	140	445	84	119	89	56	591	0	135	9	129	95	36	123	0	50	212	21	228	166	332	0	62	0	1	15	15	75	158	0	0	255	29	17	21	2	157	0	26	15	0	51	0	58	0	28	0	0	6	13	17	8	148	25	30	5	121	25	0	37	0	0	0	1	0	0	44	0	1	13	17	14	195	7	0	97	0	23	7	0	0	23	0	30	42	0	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	5	0	5	12	0	8	15	1	0	0	5	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	1	7	0	0	8	1	0	43	3	1	14	0	9	0	0	0	0	0	14	1	11	0	2	0	1	27	0	0	0	2	0	0	22	0	21	1	1	2	10	2	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	3	66	5	0	4	0	0	0	0	1	0	3	4	0	0	2	0	0	0	0	0	0	9	0	0	0	0	1	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2301650	335	669	437	332	428	337	907	151	243	460	69	128	34	96	128	116	209	37	30	321	9	132	88	313	3	70	156	13	125	9	39	44	127	9	1	73	33	28	28	7	1	12	51	3	0	16	9	27	0	20	103	36	123	0	39	46	0	312	0	1	2	1	95	0	0	10	16	29	15	35	22	0	0	0	2	21	0	9	0	0	87	28	0	31	22	0	17	32	5	37	0	0	8	58	33	30	0	19	35	0	0	0	2	8	1	0	0	18	0	11	0	55	48	0	22	23	0	1	29	3	4	0	43	9	0	14	0	0	0	0	0	1	0	0	0	0	229	38	4	0	0	15	7	0	9	3	5	0	8	0	0	0	4	0	4	0	48	0	0	6	0	0	0	1	0	23	1	1	0	38	0	0	0	0	2	6	23	12	0	0	0	13	7	0	17	0	0	7	0	1	0	7	11	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	4	0	0	6	0	4	4	0	0	11	0	0	0	1	0	100	6	1	5	0	0	13	3	0	0	0	16	0	0	0	0	0	0	119	0	0	0	0	0	53	0	0	9	0	0	0	0	6	0	37	0	0	0	0	0	0	0	4	5	0	0	2	0	0	0	0	55	0	0	0	4	3	0	0	0	0	0	0	5	0	16	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
0.03	2305651	335	211	36	273	355	878	42	0	717	226	3	1103	23	182	76	295	183	0	0	112	1661	274	0	42	0	0	104	6	423	0	25	1	1	129	336	162	29	8	64	0	20	1	3	304	6	4	0	2	0	19	20	0	37	0	0	0	0	254	1	0	0	2	16	0	3	0	46	0	22	0	9	0	0	0	1	0	0	5	0	0	9	1	0	0	0	0	0	7	1	2	0	0	297	0	0	0	0	2	20	0	0	0	11	2	0	0	31	2	0	47	1	11	0	17	0	0	0	2	0	3	0	0	8	0	0	5	1	0	1	0	0	0	2	0	0	0	0	3	0	3	0	2	0	0	1	0	0	0	0	1	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	12	9	0	1	0	0	0	0	0	0	0	0	0	2	12	0	2	1	4	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	489	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	2	0	0	1	0	0	0	90	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2307650	335	266	954	279	298	5	333	541	34	653	132	939	242	61	138	201	120	230	162	37	37	256	109	166	107	0	94	120	1	143	497	1	2	0	0	271	1	1	49	0	105	485	0	0	0	22	26	7	0	142	2	0	54	0	1	0	14	162	34	81	22	34	18	58	0	40	1	0	6	33	7	1	1	0	6	25	0	0	0	0	21	0	16	0	13	0	5	2	20	0	0	0	0	200	5	5	0	1	8	0	14	0	11	88	0	0	0	1	0	0	0	18	152	17	6	7	0	16	0	2	17	0	25	0	0	10	18	0	0	0	0	0	2	7	0	0	0	4	0	17	2	20	31	0	1	5	0	5	0	0	0	3	0	25	0	0	0	0	9	1	0	0	0	0	6	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	14	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	5	0	3	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	0	7	2	1	0	0	0	5	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	0	16	0	0	1	10	0	2	1	0	0	0	0	5	0	0	0	0	11	0	0	1	0	0	2	0	0	1	0	0	0	1	4	3	0	1	0	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	1	0	0	0	3	2	0	0	0	1	0	0	0	2	1	1	0	0	0	6	0	1	0	0	0	0	0	
0.03	2309650	335	765	869	885	84	116	553	1214	666	285	101	1	157	224	66	2	197	683	0	0	5	309	365	0	4	0	25	22	2	0	454	0	0	0	0	243	28	107	0	0	0	646	1	0	22	37	33	39	0	104	1	0	0	0	0	0	0	2	0	24	4	1	67	23	0	0	0	0	8	0	18	0	0	0	2	53	3	20	0	0	16	6	0	0	5	0	1	0	7	0	0	0	0	0	0	10	0	0	0	1	0	0	0	21	0	0	0	0	2	0	0	0	26	14	1	4	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	27	4	30	0	0	10	12	1	2	6	0	0	1	15	14	0	0	5	0	0	0	1	0	0	0	0	3	0	0	0	0	6	0	11	12	1	0	0	3	0	0	0	0	6	2	0	1	0	2	0	0	5	0	0	9	0	0	0	1	1	0	8	0	24	7	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	2	0	19	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
0.03	2313680	335	877	10	21	2	1010	243	11	318	1211	946	128	1	113	257	253	564	0	0	191	53	103	80	0	0	0	336	163	11	128	9	24	0	0	0	1	1	1201	235	2	0	0	1	8	0	2	2	0	0	0	0	2	18	1	0	0	0	0	78	0	2	0	86	3	0	0	403	0	0	48	112	1	0	0	17	89	0	0	0	50	20	7	0	0	3	0	0	0	0	2	0	0	0	0	144	12	0	0	2	0	0	0	58	4	0	0	0	0	0	0	0	0	1	11	1	1	0	2	0	3	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	5	5	0	0	46	0	0	140	0	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	1	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
0.03	2315650	335	13	46	185	80	263	334	32	9	32	20	327	13	17	27	1	45	151	6	0	0	48	1	80	41	3311	43	146	20	145	44	247	0	2	1	178	29	7	15	0	95	0	63	483	7	14	3	96	0	14	0	83	21	68	0	393	28	0	15	4	9	13	2	17	19	11	1	6	8	0	9	0	0	0	0	3	0	33	30	66	83	11	3	8	3	280	25	0	32	0	0	0	12	0	5	15	0	0	2	10	0	89	2	6	49	0	145	0	0	0	0	1	6	0	0	20	0	2	33	1	14	197	0	2	0	4	5	214	2	79	0	1	13	0	0	0	1	1	0	0	0	5	27	2	4	0	1	12	34	0	0	1	0	0	0	0	6	0	0	47	0	0	0	1	0	0	1	0	8	0	9	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	24	0	11	2	0	0	6	148	0	0	1	9	0	0	3	2	20	0	0	0	2	6	0	1	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	15	11	0	1	11	86	0	0	0	0	0	0	0	0	0	2	0	10	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	2	0	0	0	0	2	0	0	6	0	1	2	2	0	4	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	
0.03	2321650	335	599	143	375	519	471	529	1	217	99	246	397	172	423	377	69	102	176	0	0	646	197	17	117	15	0	97	34	30	42	202	1	0	911	0	0	15	207	9	8	0	0	0	0	21	3	45	1	0	221	0	0	53	0	0	0	0	0	268	75	60	56	26	95	0	29	30	233	23	0	23	0	178	0	159	11	0	8	0	0	0	9	46	47	23	0	2	1	12	0	0	0	17	0	5	0	0	0	10	0	0	0	65	59	0	0	0	12	0	0	0	0	18	17	4	4	0	3	1	3	0	0	4	0	0	35	0	0	0	51	0	0	0	0	0	0	0	0	0	4	0	0	2	0	13	3	14	0	92	4	0	0	0	0	0	0	0	0	17	10	0	0	0	1	0	2	12	2	0	0	8	0	0	19	0	0	2	0	0	0	2	0	0	0	0	0	3	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	31	0	0	3	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	14	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	5	1	0	0	1	0	0	46	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	
0.03	2325660	335	144	49	45	54	80	47	103	16	333	261	1	29	31	0	5	0	65	0	1024	1102	33	334	11	398	16	77	1	2672	4	23	1	4	92	0	39	4	1	0	0	27	31	1	9	9	6	29	2	148	3	0	0	1	1	0	0	0	0	0	0	3	96	29	15	8	60	44	0	2	10	0	0	0	0	0	0	345	0	0	0	0	0	0	1	15	0	0	2	0	25	0	0	18	2	0	0	0	27	1	0	117	0	0	0	0	0	0	0	1	0	423	81	0	68	47	0	0	3	0	37	0	0	0	12	0	0	2	0	0	0	0	48	13	4	0	0	0	3	0	22	9	0	0	0	0	71	1	2	0	11	0	0	0	0	0	1	2	0	0	8	6	0	0	4	0	43	7	7	15	0	30	67	0	47	0	1	0	0	5	14	18	40	0	1	0	5	0	0	1	0	16	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	18	0	0	10	2	0	5	1	0	0	0	0	1	0	9	14	0	0	0	0	1	0	0	0	1	4	0	8	0	0	3	0	0	0	0	0	0	0	0	0	38	2	0	0	0	0	0	0	0	0	0	30	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	7	2	0	82	0	0	11	0	0	0	1	0	3	0	0	0	4	0	3	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	2	0	8	2	0	0	0	0	
0.03	2327650	335	697	597	47	3	662	675	418	72	256	325	271	42	73	355	910	283	249	1	50	7	43	116	93	3	0	113	3	1483	87	58	0	15	65	0	0	9	235	140	1	96	0	1	0	3	5	28	4	0	11	69	0	47	0	0	0	1	0	0	42	2	42	18	4	1	0	187	0	16	0	46	0	0	0	4	24	0	9	0	0	6	0	5	0	1	2	0	0	0	17	256	0	4	0	89	2	0	0	27	0	0	0	22	28	0	0	0	0	0	0	0	0	7	6	20	6	0	1	12	4	0	0	7	38	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	9	5	5	0	0	6	14	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	28	0	0	0	2	0	0	10	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2329650	335	842	186	438	253	371	451	60	213	234	219	3	22	423	256	20	126	43	20	113	23	104	60	0	906	0	1	11	8	187	97	7	15	19	15	9	8	1	128	6	38	0	3	271	146	90	88	56	0	26	2	0	9	337	0	0	1	49	0	219	55	112	0	2	481	94	6	0	58	1	19	0	1	7	4	46	13	17	0	0	3	4	7	0	1	0	0	16	84	3	0	0	2	0	1	1	0	0	0	0	9	0	23	4	81	0	0	4	0	5	0	0	2	26	14	42	4	27	0	56	9	0	1	1	0	0	1	0	0	0	0	2	1	13	9	0	0	4	0	8	4	0	42	0	6	0	32	0	0	41	0	14	3	2	35	0	21	0	25	27	2	0	0	2	0	6	0	5	0	0	0	0	0	2	0	1	11	0	4	3	13	0	0	0	0	1	6	1	18	0	0	126	0	0	1	2	5	0	0	2	7	0	0	0	0	0	4	12	21	0	3	0	0	0	0	0	0	1	1	0	3	2	2	0	0	0	4	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	37	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	6	0	1	0	0	11	11	2	0	2	0	2	0	0	0	1	0	27	0	4	2	0	6	0	14	0	1	0	0	0	3	0	0	0	15	0	3	26	0	0	1	15	0	1	0	4	1	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2335650	335	615	1133	1847	271	154	398	364	249	71	237	181	22	76	303	10	139	556	0	61	41	132	102	231	7	0	37	7	35	0	0	0	22	295	0	107	8	87	27	131	33	0	1	0	1	1	65	91	0	325	0	0	68	0	0	0	0	0	11	162	88	9	26	54	27	0	2	0	24	0	12	0	0	0	9	46	15	9	0	0	20	0	0	0	2	0	0	1	5	0	1	0	0	0	31	0	0	0	22	0	0	0	15	5	0	0	0	0	0	189	0	0	44	16	42	1	0	8	1	6	2	0	6	0	0	5	78	0	0	0	0	0	0	4	0	0	0	2	36	3	1	1	12	0	1	9	35	0	0	1	0	5	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	6	1	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	25	0	0	0	1	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
0.03	2337650	335	378	404	378	78	208	105	760	382	178	367	8	112	107	56	12	94	148	28	15	14	40	35	363	179	2	1	24	4	22	4	3	4	0	0	273	17	46	1	18	117	0	12	0	84	70	45	5	0	10	3	2	19	10	0	0	471	0	1	0	4	0	24	2	2	0	3	4	1	0	2	1309	83	0	0	0	0	0	0	0	1	2	13	2	18	0	1	1	3	0	0	0	43	0	0	0	0	0	12	0	6	245	5	0	54	0	0	0	0	10	84	48	0	19	4	15	0	10	11	3	0	5	1	0	0	8	0	0	46	32	0	0	35	15	0	0	0	0	1	5	8	1	0	21	6	11	0	30	2	25	1	30	0	5	0	0	8	30	1	1	36	0	0	3	0	1	20	66	1	1	4	0	0	0	0	2	6	0	4	0	1	44	0	16	0	39	0	0	3	0	34	1	0	0	0	0	1	12	0	164	8	0	0	35	9	102	2	5	19	0	3	0	0	0	0	1	0	1	1	0	0	7	16	0	49	0	0	0	1	0	0	20	0	2	0	0	3	0	0	0	0	18	0	1	68	0	4	1	0	10	0	0	0	1	0	0	0	5	0	1	0	0	0	4	16	0	0	0	3	0	0	2	0	0	0	5	2	1	0	0	1	9	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	3	7	0	1	0	0	4	0	4	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
0.03	2339651	335	608	217	240	1016	123	16	81	894	883	208	257	20	12	22	15	115	20	22	481	667	1	79	0	157	0	271	224	5	26	49	45	12	3	2	3	0	110	19	3	29	0	113	36	13	1	23	11	0	11	0	0	2	0	0	0	107	0	1	152	0	83	24	1	1	3	1	6	4	0	1	0	9	0	69	20	0	7	0	44	2	21	0	0	26	0	0	9	1	1	0	0	29	0	5	7	0	74	11	1	0	0	37	1	0	314	0	0	0	0	0	13	1	49	4	8	5	8	0	20	0	509	21	0	0	64	6	0	0	11	0	0	6	11	0	0	0	3	0	28	61	26	0	17	2	52	0	0	0	14	0	49	0	0	0	0	0	0	10	0	0	1	0	3	0	13	0	8	0	21	0	0	0	0	0	1	4	0	20	0	2	0	0	11	0	0	0	4	0	0	3	6	0	0	0	0	5	0	0	0	0	0	0	0	7	0	38	0	10	0	9	0	0	0	0	0	0	0	0	0	8	3	1	0	0	0	3	0	34	0	0	0	0	0	0	0	3	0	0	0	5	1	0	77	0	0	0	2	0	7	0	0	0	0	0	0	82	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	43	1	0	0	0	2	2	0	1	1	1	0	0	0	0	3	0	4	0	0	3	0	0	0	1	0	2	0	0	0	32	0	5	1	4	2	0	0	0	0	1	0	8	0	2	2	0	0	0	0	1	3	0	0	0	0	0	
0.03	2341650	335	48	432	186	123	81	38	146	52	212	59	177	52	179	8	116	29	104	254	311	62	19	529	260	1001	0	111	401	20	25	19	29	0	0	0	61	1	191	19	15	1	329	117	0	89	21	15	6	0	2	0	23	0	57	3	0	951	0	0	12	1	0	10	28	4	21	2	15	1	0	5	0	0	0	0	2	0	16	0	11	2	350	0	26	4	0	5	1	2	1	0	2	9	0	2	0	0	2	6	0	0	0	13	0	0	0	0	1	0	9	0	14	1	1	29	11	0	21	10	11	1	4	0	1	0	0	13	12	2	0	0	0	17	25	0	0	0	0	0	8	5	0	20	136	2	51	0	0	0	31	1	102	0	0	5	0	1	0	8	5	6	2	0	12	2	37	1	26	2	0	0	12	61	1	0	2	4	23	2	44	24	212	0	0	0	2	128	3	0	0	2	1	0	0	0	3	21	0	0	2	31	132	0	0	0	0	8	0	4	0	1	0	2	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	2	0	3	5	0	18	0	0	18	0	0	0	0	54	4	1	0	0	9	16	0	0	1	0	0	0	0	0	1	29	0	0	0	0	1	0	0	0	3	7	1	0	0	2	0	0	21	0	0	1	0	1	1	1	0	273	2	2	0	5	0	20	0	14	0	0	0	10	0	2	3	2	2	0	0	2	2	0	0	0	0	0	1	0	3	2	1	0	0	0	0	2	0	0	4	1	1	0	0	0	3	0	0	0	1	0	0	0	
0.03	2343650	335	455	1632	408	1595	684	26	945	74	127	109	0	0	249	64	0	31	563	851	131	98	201	8	0	5	0	44	46	0	79	14	1	1	241	0	56	0	8	99	0	0	0	21	0	8	7	0	29	0	30	0	0	17	0	0	0	0	0	0	174	1	223	4	0	1	0	0	0	0	0	4	0	0	0	12	16	0	20	0	1	8	0	15	0	21	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	2	0	0	0	0	0	0	0	0	1	5	3	2	0	22	78	18	0	0	0	8	0	49	0	0	0	0	0	0	0	27	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	44	0	0	3	0	0	0	0	0	0	4	0	0	1	0	0	5	0	5	3	0	0	0	31	0	0	0	66	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	2	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	2	6	0	0	0	0	6	0	0	0	0	0	0	
